n,m,p,mode,rep,seed,T_stop,converged,cycle_len,phi_0,phi_f,k_components,winner_flip,winner_item,consensus_frac,delta_FR
200,5,0.1,sync,107,131249847,6,1,0,15664,0,200,1,0,1.0,7.7
100,15,0.2,sync,117,1326126845,6,1,0,72728,0,100,0,6,1.0,68.02
20,8,0.2,async,108,1209020160,293,1,0,750,0,20,1,2,1.0,17.4
50,12,0.5,async,18,659093928,206,1,0,28508,0,50,0,11,1.0,42.8
150,10,0.3,sync,26,2123975916,5,1,0,111320,0,150,0,0,1.0,31.066666666666663
100,8,0.3,async,37,1001808792,450,1,0,31666,0,100,0,4,1.0,19.48
100,12,0.1,sync,51,543914952,10,1,0,24158,0,100,1,3,1.0,43.22
20,5,0.05,async,106,1842744700,68,1,0,174,20,17,1,3,0.45,6.2
50,10,0.5,async,44,1332618130,345,1,0,20476,0,50,0,1,1.0,30.32
50,5,0.2,sync,10,1760664681,5,1,0,2016,0,50,0,0,1.0,7.32
200,12,0.5,async,90,1415136218,857,1,0,474776,0,200,1,10,1.0,45.15
100,15,0.7,sync,117,872798847,5,1,0,262948,0,100,0,10,1.0,70.96
20,10,0.1,sync,85,2044983309,13,0,2,938,498,1,1,0,1.0,32.0
150,5,0.3,sync,106,1589465407,4,1,0,26270,0,150,0,0,1.0,7.48
200,5,0.3,sync,4,1258011445,4,1,0,48256,0,200,0,1,1.0,7.9
20,12,0.1,sync,29,186877031,13,0,2,1058,500,3,1,0,0.65,46.1
150,8,0.05,sync,84,1655417797,16,0,2,12200,674,9,1,0,1.0,19.69333333333333
20,12,0.05,sync,54,1926259289,19,0,2,1022,744,1,0,6,0.4,46.5
150,10,0.2,sync,25,2165505730,7,1,0,74442,0,150,0,7,1.0,31.6
20,8,0.7,async,77,961001366,69,1,0,2834,0,20,1,3,1.0,19.2
20,12,0.1,sync,8,483731673,18,0,2,1066,464,1,0,2,0.5,36.0
200,15,0.7,async,19,1280525640,1512,1,0,1042954,0,200,1,8,1.0,70.04
200,12,0.3,sync,62,113137400,5,1,0,283562,0,200,0,9,1.0,45.38
100,5,0.2,async,117,1794732838,847,1,0,7872,0,100,0,2,1.0,7.4
200,15,0.3,async,9,1525061926,2447,1,0,440106,0,200,0,12,1.0,70.84
100,10,0.2,async,94,1651370406,803,1,0,32036,0,100,1,5,1.0,31.16
100,8,0.2,async,6,1912927092,555,1,0,20898,0,100,1,1,1.0,19.6
100,15,0.5,sync,56,1504384180,4,1,0,184812,0,100,0,5,1.0,68.74
200,15,0.3,async,41,839807204,1403,1,0,444662,0,200,1,7,1.0,71.26
50,8,0.5,async,54,1137252595,223,1,0,13140,0,50,1,0,1.0,19.44
200,10,0.1,async,14,252386496,1678,1,0,64986,0,200,0,3,1.0,31.59
150,12,0.1,sync,18,782419286,6,1,0,52944,0,150,0,6,1.0,44.77333333333333
100,8,0.7,sync,65,288955308,3,1,0,72706,0,100,0,1,1.0,19.6
20,15,0.2,async,94,103960515,216,1,0,2822,40,10,1,5,1.0,65.9
20,12,0.1,sync,42,1184747337,21,0,2,1084,558,1,1,1,0.85,47.1
200,12,0.1,async,81,880433743,1456,1,0,96414,0,200,1,1,1.0,44.59
100,8,0.7,sync,37,1400589380,2,1,0,71454,0,100,1,3,1.0,19.32
100,5,0.7,async,23,1631957120,749,1,0,27628,0,100,0,1,1.0,7.54
50,8,0.3,async,54,871760763,258,1,0,7564,0,50,0,5,1.0,19.12
50,12,0.05,sync,71,1859815133,24,0,2,3690,2466,1,1,1,0.16,37.56
20,10,0.1,async,81,1437528753,140,1,0,712,50,16,1,3,0.45,28.1
200,12,0.05,sync,12,861566110,23,1,0,49422,0,200,1,0,1.0,47.2
100,12,0.05,async,60,1960866382,2172,1,0,11378,796,6,0,6,0.97,44.62
50,15,0.5,sync,79,1793102215,4,1,0,46178,0,50,0,9,1.0,66.96
20,10,0.3,async,37,2052667925,143,1,0,1604,0,20,0,9,1.0,27.2
100,12,0.05,sync,31,646602077,21,0,2,11874,298,20,1,0,1.0,45.98
20,8,0.05,async,54,725921537,88,1,0,420,24,15,0,4,1.0,17.5
200,10,0.5,async,75,990907088,1443,1,0,326292,0,200,1,6,1.0,31.34
20,15,0.7,sync,12,899584512,5,1,0,9886,0,20,0,10,1.0,64.6
150,8,0.05,sync,11,306952637,17,1,0,12040,0,150,1,0,1.0,20.066666666666663
20,15,0.05,sync,52,1167824429,18,0,2,1820,912,1,1,2,0.45,54.4
150,15,0.7,sync,91,177510579,4,1,0,582320,0,150,1,1,1.0,70.25333333333333
200,10,0.5,sync,48,110635419,3,1,0,329184,0,200,0,4,1.0,31.51
150,5,0.7,sync,61,87829236,3,1,0,62944,0,150,0,0,1.0,7.413333333333333
100,10,0.05,async,48,1536530334,1181,1,0,8774,78,61,1,4,1.0,31.42
150,12,0.7,sync,45,1659852343,3,1,0,377052,0,150,0,4,1.0,45.81333333333333
100,10,0.05,async,49,1155923703,1760,1,0,7806,880,10,1,5,0.85,30.22
200,5,0.7,sync,104,833385477,3,1,0,111302,0,200,0,0,1.0,7.56
150,5,0.3,sync,88,545822382,3,1,0,27088,0,150,1,0,1.0,7.653333333333333
150,10,0.05,async,45,106823626,3196,1,0,16964,0,150,0,1,1.0,32.333333333333336
20,5,0.05,async,111,1888517419,108,1,0,186,18,14,1,0,0.65,6.7
150,10,0.2,async,117,489340474,1042,1,0,74392,0,150,1,8,1.0,31.01333333333333
20,8,0.7,async,68,488849297,84,1,0,2574,0,20,0,3,1.0,18.0
150,5,0.5,sync,117,1985315858,3,1,0,45094,0,150,1,3,1.0,7.586666666666667
100,8,0.05,sync,34,2124386513,34,0,2,5110,1206,7,1,1,1.0,19.44
100,12,0.05,sync,79,1766203642,31,0,2,11660,650,5,1,3,0.93,45.58
50,15,0.5,sync,95,1450474854,4,1,0,44888,0,50,1,4,1.0,68.08
20,12,0.2,sync,75,1812235766,16,0,2,1784,124,2,1,0,1.0,40.6
100,15,0.7,async,34,139427622,680,1,0,261116,0,100,0,12,1.0,70.18
20,12,0.2,async,43,1056646213,225,1,0,1948,44,10,0,3,1.0,40.3
100,12,0.3,async,82,1548285658,642,1,0,68288,0,100,0,3,1.0,43.8
50,15,0.1,sync,44,1509481663,24,0,2,9888,892,2,1,1,1.0,68.88
200,12,0.7,sync,17,905941777,4,1,0,663028,0,200,0,6,1.0,46.14
100,10,0.2,sync,41,1022180660,7,1,0,32368,0,100,0,3,1.0,30.96
150,10,0.1,sync,103,1767054940,7,1,0,36788,0,150,1,3,1.0,31.57333333333333
20,12,0.3,sync,33,1215635805,14,0,2,2412,494,1,0,0,1.0,39.1
50,8,0.2,sync,118,353359905,7,1,0,5248,0,50,1,0,1.0,19.44
50,15,0.5,async,38,466021706,252,1,0,46982,0,50,0,8,1.0,69.24
20,15,0.2,async,76,1307140025,208,1,0,2478,212,6,1,4,0.7,62.9
20,12,0.5,async,10,1197690153,96,1,0,4584,0,20,1,8,1.0,42.0
100,12,0.2,async,13,1915847980,780,1,0,46772,0,100,0,10,1.0,44.8
150,8,0.05,async,111,1730368616,2336,1,0,11596,302,19,0,0,1.0,20.346666666666668
20,15,0.05,sync,2,809436126,11,0,2,1666,1720,1,1,0,0.4,73.8
50,15,0.5,sync,13,1777341273,7,1,0,44316,0,50,1,4,1.0,69.4
20,5,0.7,async,114,2039845259,65,1,0,930,0,20,0,3,1.0,6.9
150,15,0.1,async,43,303571537,1425,1,0,85160,0,150,1,0,1.0,71.28
20,5,0.05,async,64,277657484,148,1,0,164,26,13,1,0,0.7,6.2
20,5,0.5,sync,14,1954657654,3,1,0,752,0,20,0,1,1.0,6.9
150,15,0.1,sync,101,907418054,9,1,0,79838,0,150,0,9,1.0,72.2
50,15,0.05,async,95,1556937723,830,1,0,4880,530,17,0,6,0.32,65.44
100,10,0.3,sync,67,1728273140,5,1,0,48090,0,100,0,1,1.0,31.28
20,12,0.1,sync,116,2152605866,11,0,2,1062,878,1,1,0,0.5,46.7
200,12,0.3,async,57,873342941,1018,1,0,284936,0,200,0,4,1.0,45.91
100,12,0.2,sync,12,1589815238,7,1,0,47770,0,100,1,0,1.0,45.1
150,12,0.2,async,77,1964804052,1113,1,0,106094,0,150,1,0,1.0,45.85333333333333
100,12,0.1,async,37,732629537,1121,1,0,22426,0,100,1,2,1.0,44.58
150,15,0.1,sync,72,252175109,11,1,0,83534,0,150,1,2,1.0,71.52
150,8,0.5,sync,21,75931593,4,1,0,119876,0,150,0,5,1.0,19.89333333333333
200,8,0.3,async,66,2082529049,1373,1,0,125028,0,200,0,1,1.0,20.17
50,5,0.05,async,2,479436485,322,1,0,562,62,33,1,0,0.84,7.24
20,12,0.2,sync,29,1979565700,12,0,2,1836,232,4,0,2,0.7,36.9
50,8,0.3,async,9,559145179,323,1,0,7150,0,50,0,2,1.0,20.28
150,5,0.3,sync,66,1322622542,3,1,0,26828,0,150,0,4,1.0,7.613333333333333
200,15,0.5,async,103,694680628,953,1,0,743530,0,200,0,1,1.0,71.03
200,5,0.05,async,79,1312558307,1977,1,0,7552,0,200,1,0,1.0,7.53
100,15,0.2,sync,114,519140864,6,1,0,68746,0,100,1,2,1.0,68.92
50,8,0.1,async,24,193422799,512,1,0,2798,0,50,1,1,1.0,20.56
150,15,0.7,async,95,1310529302,884,1,0,582566,0,150,0,8,1.0,69.96
100,15,0.2,async,53,1255792014,515,1,0,69402,0,100,0,0,1.0,70.28
20,8,0.3,sync,67,2140212834,13,0,2,1126,184,2,0,2,1.0,17.5
200,10,0.7,async,70,1685723611,1535,1,0,459012,0,200,1,7,1.0,31.42
100,8,0.3,sync,67,569805733,4,1,0,30606,0,100,0,7,1.0,19.7
150,8,0.5,sync,111,701162761,5,1,0,116694,0,150,0,2,1.0,20.12
200,15,0.3,async,28,2088759433,1208,1,0,448016,0,200,0,4,1.0,72.35
150,5,0.2,sync,53,207157233,8,1,0,17580,0,150,1,2,1.0,7.533333333333333
50,15,0.1,sync,51,694702233,36,0,2,8124,956,1,1,3,0.64,67.8
100,8,0.7,async,90,272180526,487,1,0,72584,0,100,0,6,1.0,19.7
200,5,0.3,sync,103,207911034,5,1,0,47420,0,200,0,4,1.0,7.67
20,15,0.05,sync,86,1769501206,9,0,2,1496,1460,1,1,2,0.25,74.4
200,8,0.1,sync,119,2085841436,7,1,0,42504,0,200,1,1,1.0,19.48
50,10,0.3,async,39,1926013316,265,1,0,12596,0,50,0,2,1.0,29.28
100,15,0.1,sync,49,1061407306,17,1,0,34702,0,100,1,6,1.0,68.24
100,5,0.7,sync,34,536917667,2,1,0,27502,0,100,0,0,1.0,7.66
50,8,0.7,sync,13,1284966230,7,1,0,17444,0,50,0,6,1.0,18.16
20,8,0.7,async,110,2042623661,62,1,0,2626,0,20,0,3,1.0,16.6
200,12,0.2,async,30,647195979,1405,1,0,186520,0,200,0,10,1.0,45.79
200,5,0.3,sync,36,572756723,3,1,0,47198,0,200,0,0,1.0,7.7
50,12,0.2,sync,14,719992445,13,0,2,10854,216,3,0,0,1.0,43.12
200,8,0.5,async,24,2037070428,953,1,0,207334,0,200,1,4,1.0,20.19
20,12,0.2,async,103,1506579954,194,1,0,1914,88,4,1,3,1.0,43.2
100,8,0.3,async,45,1953906379,587,1,0,31526,0,100,1,0,1.0,20.04
20,15,0.2,sync,22,1863877760,15,0,2,2026,1536,1,1,4,0.55,74.0
50,12,0.3,sync,55,1194964368,6,1,0,18922,0,50,0,2,1.0,43.52
100,8,0.2,sync,0,1640460518,6,1,0,20406,0,100,0,7,1.0,19.6
150,10,0.1,async,89,1955769525,1208,1,0,36992,0,150,1,3,1.0,31.69333333333333
150,10,0.3,async,20,1117304440,1083,1,0,109210,0,150,1,1,1.0,31.6
200,8,0.05,sync,42,380013904,11,1,0,21852,0,200,0,2,1.0,20.15
200,8,0.7,async,57,468974406,1391,1,0,294698,0,200,0,0,1.0,20.19
20,15,0.3,async,96,2078966590,146,1,0,4480,0,20,0,9,1.0,68.2
20,12,0.05,async,113,1315955386,258,1,0,958,142,12,1,1,1.0,39.4
150,15,0.5,async,76,1348405351,1198,1,0,423878,0,150,1,6,1.0,71.37333333333333
200,8,0.2,async,68,533902324,1347,1,0,83710,0,200,0,2,1.0,19.98
150,12,0.05,async,23,478446581,1794,1,0,25638,0,150,1,3,1.0,46.14666666666667
200,8,0.5,async,3,186441422,1831,1,0,207044,0,200,1,4,1.0,20.08
100,8,0.1,async,117,1131792872,1084,1,0,10140,0,100,0,1,1.0,19.48
150,15,0.3,async,50,2139316292,1397,1,0,248142,0,150,1,8,1.0,69.84
50,10,0.5,sync,10,24301980,4,1,0,19880,0,50,1,0,1.0,29.48
20,10,0.05,sync,30,1827261401,10,0,2,646,400,1,1,1,0.45,21.1
150,8,0.7,sync,19,1997893685,3,1,0,162904,0,150,1,1,1.0,19.813333333333333
20,5,0.7,async,46,637813931,106,1,0,1116,0,20,0,4,1.0,6.9
150,15,0.05,async,11,351861274,2707,1,0,42556,544,28,1,1,1.0,72.42666666666666
100,12,0.1,async,62,961493132,1431,1,0,24214,0,100,1,0,1.0,47.0
200,15,0.2,async,2,309603982,978,1,0,296172,0,200,1,11,1.0,71.85
200,12,0.05,async,72,1918800337,2473,1,0,45650,0,200,0,2,1.0,46.05
50,12,0.7,async,4,1687079232,277,1,0,41234,0,50,1,8,1.0,43.4
50,8,0.3,sync,119,660827850,6,1,0,8168,0,50,1,4,1.0,18.96
150,10,0.7,sync,51,1211436937,3,1,0,259926,0,150,0,9,1.0,31.453333333333333
200,15,0.7,sync,102,1109237128,4,1,0,1031418,0,200,0,8,1.0,71.57
50,8,0.2,async,111,631954797,257,1,0,4820,0,50,0,4,1.0,20.56
50,15,0.2,sync,86,830077227,9,1,0,16996,0,50,1,2,1.0,66.84
200,8,0.05,async,111,1255139111,2898,1,0,20026,0,200,1,2,1.0,20.49
200,10,0.3,sync,87,1397252820,4,1,0,197990,0,200,0,1,1.0,31.18
200,15,0.3,async,78,299664088,982,1,0,446890,0,200,1,5,1.0,71.81
20,15,0.2,async,85,1779292094,239,1,0,2866,444,5,1,8,0.5,65.4
20,5,0.1,sync,1,1831715297,14,0,2,230,116,1,1,1,0.75,5.9
100,12,0.7,sync,117,1315197529,4,1,0,163348,0,100,1,7,1.0,44.74
100,5,0.5,sync,48,1656416011,3,1,0,19538,0,100,0,4,1.0,7.54
100,8,0.5,sync,102,1545591646,3,1,0,52120,0,100,1,6,1.0,18.88
50,15,0.2,async,112,1285634677,361,1,0,21102,0,50,0,2,1.0,70.8
200,5,0.1,async,71,997425705,944,1,0,15966,0,200,0,2,1.0,7.76
200,12,0.7,async,94,1239942012,1095,1,0,660732,0,200,1,0,1.0,45.86
200,12,0.7,async,27,1604787701,1017,1,0,663136,0,200,1,8,1.0,45.46
150,15,0.5,sync,54,1319227251,4,1,0,413698,0,150,0,12,1.0,70.36
100,5,0.1,sync,113,795027280,11,1,0,4050,0,100,0,1,1.0,7.44
100,10,0.3,async,48,1871215006,466,1,0,49384,0,100,1,1,1.0,30.72
20,8,0.5,sync,14,335670645,4,1,0,1976,0,20,1,3,1.0,15.2
100,5,0.2,async,3,659370331,588,1,0,8162,0,100,0,0,1.0,7.64
200,10,0.2,sync,45,1302887528,10,1,0,127262,0,200,1,0,1.0,31.91
50,8,0.3,sync,106,1810441192,7,1,0,7818,0,50,0,4,1.0,19.64
50,10,0.2,async,109,1410979205,249,1,0,8822,0,50,1,5,1.0,30.6
20,12,0.2,async,63,1239737089,261,1,0,2356,0,20,1,1,1.0,44.3
50,8,0.05,sync,54,2025538379,30,0,2,1740,620,2,1,0,0.44,19.2
20,5,0.2,sync,37,479244365,10,0,2,230,20,10,0,0,1.0,6.0
20,5,0.5,sync,27,705705425,3,1,0,766,0,20,0,0,1.0,6.3
150,10,0.3,sync,23,1217651048,4,1,0,111404,0,150,0,2,1.0,31.0
200,12,0.05,async,80,723414276,2447,1,0,48120,0,200,1,1,1.0,46.27
20,10,0.2,sync,90,1636622162,15,0,2,1132,534,1,1,0,0.7,31.2
200,15,0.05,sync,77,981109472,14,1,0,70582,0,200,1,0,1.0,71.8
150,5,0.05,sync,39,1619626424,8,1,0,4576,0,150,1,0,1.0,7.666666666666667
50,12,0.05,sync,26,1547199549,19,0,2,3396,3010,1,1,2,0.46,47.92
50,5,0.5,async,84,1336585606,341,1,0,4856,0,50,0,0,1.0,7.64
200,15,0.5,async,60,1668996543,982,1,0,747308,0,200,1,1,1.0,71.1
100,12,0.1,async,93,756183928,936,1,0,21968,0,100,1,0,1.0,47.2
20,12,0.05,async,85,280105810,255,1,0,1016,40,16,1,0,0.55,41.5
200,10,0.3,sync,22,901546360,4,1,0,198474,0,200,0,3,1.0,31.27
150,10,0.1,sync,25,372817061,13,1,0,36488,0,150,0,0,1.0,30.8
200,10,0.3,async,29,793406303,1157,1,0,196372,0,200,0,0,1.0,31.32
150,12,0.2,async,47,1789506625,1262,1,0,108820,0,150,0,6,1.0,45.76
150,10,0.3,async,84,1993617531,765,1,0,109346,0,150,1,6,1.0,31.49333333333333
20,15,0.3,sync,16,1592241463,11,0,2,4360,68,2,0,0,1.0,65.2
150,5,0.2,async,49,388078369,1184,1,0,18624,0,150,0,2,1.0,7.573333333333333
50,12,0.2,sync,112,50498665,18,1,0,11348,0,50,1,1,1.0,43.92
20,12,0.5,sync,96,1932726509,10,0,2,4818,126,1,0,9,1.0,42.1
50,5,0.3,async,101,569341596,361,1,0,2798,0,50,0,4,1.0,7.24
150,12,0.3,sync,109,1530084360,5,1,0,162288,0,150,0,6,1.0,44.36
100,10,0.7,sync,99,2148438379,4,1,0,113576,0,100,1,0,1.0,30.92
150,5,0.5,sync,6,1656939332,2,1,0,44780,0,150,0,2,1.0,7.4
100,8,0.2,async,2,1486547742,529,1,0,21430,0,100,0,0,1.0,19.82
20,15,0.05,sync,118,1183585371,14,0,2,1586,974,1,1,1,0.6,49.3
20,12,0.5,sync,119,775319718,13,1,0,4168,0,20,0,4,1.0,41.0
100,5,0.5,async,25,30815729,548,1,0,19598,0,100,0,2,1.0,7.42
200,8,0.2,async,29,2033936476,1299,1,0,86138,0,200,0,5,1.0,20.1
150,10,0.1,async,117,844135453,1030,1,0,37508,0,150,0,6,1.0,32.14666666666667
200,12,0.2,async,1,2139436682,1177,1,0,192152,0,200,0,11,1.0,46.12
150,12,0.05,async,34,90046501,5782,1,0,23814,850,22,0,0,1.0,46.70666666666666
50,8,0.1,sync,114,865614570,15,1,0,3006,0,50,1,0,1.0,20.48
100,5,0.3,async,116,2058093195,340,1,0,12286,0,100,0,3,1.0,7.44
150,8,0.05,async,92,1166671109,2313,1,0,11370,0,150,1,1,1.0,20.2
20,12,0.5,async,46,1038153668,73,1,0,4892,0,20,0,8,1.0,40.0
200,8,0.1,async,6,1129554771,1106,1,0,42268,0,200,1,0,1.0,19.75
100,5,0.05,sync,34,1391253582,17,1,0,1918,0,100,1,0,1.0,8.16
100,10,0.1,async,46,81242970,1176,1,0,15248,0,100,1,6,1.0,31.5
150,5,0.1,sync,58,1191563967,6,1,0,9118,0,150,0,2,1.0,7.6
50,5,0.05,async,59,23045358,488,1,0,656,40,33,1,0,0.92,7.12
20,15,0.5,sync,110,1350422987,8,1,0,7126,0,20,1,2,1.0,69.6
50,15,0.5,async,58,649112582,364,1,0,44630,0,50,0,12,1.0,65.4
50,10,0.5,sync,112,2028010085,7,1,0,20430,0,50,0,0,1.0,30.48
20,10,0.1,async,60,1734383395,217,1,0,790,98,11,1,0,0.8,27.5
100,12,0.05,sync,49,1590906215,24,0,2,12390,904,3,1,4,0.76,45.06
20,10,0.3,sync,0,1968565397,14,0,2,2196,148,1,0,5,0.6,28.2
20,8,0.3,sync,11,2116658443,8,0,2,1186,450,1,0,0,1.0,17.1
150,5,0.05,sync,29,1528080986,17,0,2,4204,488,20,0,0,1.0,7.96
50,12,0.7,sync,58,959886662,4,1,0,39928,0,50,1,3,1.0,44.12
20,8,0.7,async,73,534622016,69,1,0,3058,0,20,0,0,1.0,18.9
200,8,0.7,sync,58,1429873163,3,1,0,292060,0,200,0,6,1.0,20.15
200,10,0.1,sync,70,1617446275,11,1,0,64172,0,200,0,5,1.0,31.08
20,12,0.5,async,92,870823734,79,1,0,4754,0,20,1,3,1.0,41.6
100,8,0.7,async,45,2107048590,419,1,0,72612,0,100,0,0,1.0,20.28
200,8,0.3,async,76,2074735600,1534,1,0,122940,0,200,0,7,1.0,20.02
50,8,0.05,async,10,1186016674,771,1,0,1796,260,14,0,0,0.52,18.6
100,8,0.3,sync,19,1498348929,4,1,0,30950,0,100,0,2,1.0,19.32
200,10,0.2,async,85,128886118,1543,1,0,130060,0,200,0,7,1.0,31.37
100,8,0.1,async,23,2128327115,991,1,0,10260,0,100,1,0,1.0,20.02
200,15,0.1,async,84,1509934400,1363,1,0,145250,0,200,0,6,1.0,71.69
100,8,0.3,async,68,796499588,620,1,0,31972,0,100,0,4,1.0,20.14
50,15,0.7,sync,98,1755226166,4,1,0,63698,0,50,0,5,1.0,67.68
150,12,0.05,async,66,1552275427,1918,1,0,26234,0,150,1,3,1.0,45.12
50,15,0.1,async,19,2086596328,1040,1,0,9052,442,6,1,7,0.74,68.76
20,8,0.2,sync,17,1093749955,10,0,2,866,498,1,0,0,1.0,15.6
150,8,0.7,async,41,1927732898,1042,1,0,166684,0,150,1,3,1.0,20.28
100,12,0.7,sync,29,1976897860,3,1,0,164630,0,100,1,10,1.0,44.6
100,10,0.05,async,64,1293241860,1134,1,0,9022,362,12,0,0,1.0,30.72
150,15,0.5,async,4,1766817208,689,1,0,417064,0,150,0,2,1.0,71.12
20,15,0.2,sync,16,150566911,21,0,2,2408,736,1,0,5,0.65,63.4
150,5,0.2,async,13,646953741,813,1,0,18112,0,150,0,3,1.0,7.773333333333333
200,15,0.5,sync,85,1191220765,5,1,0,742266,0,200,1,0,1.0,70.4
200,15,0.05,sync,81,1407488822,15,1,0,76700,0,200,1,1,1.0,71.63
100,12,0.05,async,89,468625679,1766,1,0,11814,32,94,1,0,1.0,47.32
100,15,0.2,async,89,996916642,630,1,0,72002,0,100,1,8,1.0,70.02
150,5,0.2,sync,43,115611795,5,1,0,18006,0,150,0,3,1.0,7.786666666666667
150,8,0.5,sync,55,776947257,3,1,0,118178,0,150,0,4,1.0,19.706666666666667
50,8,0.7,sync,22,1856457186,4,1,0,18142,0,50,0,3,1.0,19.12
200,10,0.7,sync,52,34780100,4,1,0,459120,0,200,1,6,1.0,31.57
150,12,0.05,sync,98,259720219,19,1,0,26376,0,150,1,1,1.0,45.76
100,8,0.3,async,41,1527527029,501,1,0,31594,0,100,0,2,1.0,19.84
20,5,0.7,async,34,1406820642,91,1,0,1074,0,20,0,4,1.0,7.2
200,10,0.7,sync,83,1976954544,5,1,0,464594,0,200,0,4,1.0,31.51
20,8,0.3,async,45,588454140,117,1,0,1176,72,3,1,5,1.0,17.9
20,5,0.2,sync,12,250380770,11,0,2,376,220,1,1,0,1.0,8.4
20,10,0.3,async,83,1984676878,71,1,0,2150,166,2,1,1,1.0,27.1
150,5,0.2,async,40,2063409948,883,1,0,18604,0,150,1,0,1.0,7.76
20,8,0.2,async,115,394240730,123,1,0,794,50,15,1,2,1.0,17.2
50,10,0.1,async,114,1910885790,533,1,0,4632,396,4,0,4,1.0,31.56
20,15,0.2,sync,61,463182495,16,0,2,3244,300,1,0,0,1.0,63.3
20,15,0.7,sync,28,556957151,8,0,2,10190,336,1,1,11,1.0,64.3
150,12,0.2,sync,113,1098628194,5,1,0,105136,0,150,0,2,1.0,44.42666666666667
50,8,0.5,async,11,63423749,161,1,0,13116,0,50,0,6,1.0,18.92
150,15,0.05,async,96,931319723,3052,1,0,42178,0,150,1,2,1.0,72.10666666666667
200,8,0.7,async,44,1618587748,1149,1,0,294686,0,200,1,0,1.0,20.2
20,8,0.2,async,60,2137563356,127,1,0,700,72,14,1,0,1.0,19.3
100,5,0.2,sync,83,1729240599,6,1,0,7938,0,100,1,1,1.0,7.7
50,8,0.1,sync,113,1345560088,14,1,0,2436,0,50,1,0,1.0,20.36
20,15,0.1,sync,14,1949753075,11,0,2,1924,1756,1,0,9,0.3,78.0
200,8,0.05,sync,5,1019495907,15,0,2,20066,926,7,1,0,1.0,20.47
200,5,0.5,sync,93,1724020226,3,1,0,79480,0,200,1,4,1.0,7.58
150,15,0.5,sync,102,390684055,4,1,0,425252,0,150,0,8,1.0,71.41333333333333
150,8,0.5,sync,50,731174538,3,1,0,115870,0,150,1,3,1.0,19.73333333333333
100,5,0.2,async,70,195185755,514,1,0,7980,0,100,0,0,1.0,7.58
150,5,0.2,async,10,1888112521,920,1,0,17894,0,150,0,1,1.0,7.64
100,8,0.5,async,59,1983723023,653,1,0,51842,0,100,1,1,1.0,19.32
150,5,0.3,async,1,1585276329,687,1,0,26900,0,150,0,0,1.0,7.52
20,15,0.05,async,116,603293245,167,1,0,1980,366,8,1,2,0.3,61.9
200,15,0.3,sync,54,1131038137,5,1,0,452738,0,200,1,1,1.0,71.41
100,12,0.1,async,31,1166802336,877,1,0,24422,0,100,1,0,1.0,46.4
150,8,0.1,sync,89,930912366,12,1,0,23374,0,150,1,5,1.0,20.17333333333333
50,5,0.1,async,62,1566335211,402,1,0,900,52,24,0,0,1.0,7.44
150,10,0.2,async,11,206736667,885,1,0,75348,0,150,0,8,1.0,30.96
150,15,0.05,async,83,2080933065,2848,1,0,44426,0,150,1,2,1.0,72.69333333333333
50,12,0.2,sync,97,2160003043,9,0,2,10648,152,5,1,6,1.0,42.88
200,10,0.5,sync,47,590580937,3,1,0,327616,0,200,0,4,1.0,30.94
20,15,0.7,async,18,1172051086,136,1,0,9810,0,20,1,10,1.0,65.4
50,5,0.7,sync,43,1805119942,3,1,0,6888,0,50,0,0,1.0,7.36
100,12,0.05,async,64,239762084,2128,1,0,11934,332,15,0,1,0.98,45.3
200,5,0.3,sync,80,1365317825,4,1,0,48074,0,200,0,2,1.0,7.74
50,12,0.2,sync,116,476878015,6,1,0,11968,0,50,0,4,1.0,43.6
20,15,0.3,async,23,730501430,149,1,0,3556,276,3,1,1,1.0,64.6
100,10,0.1,sync,98,1019923399,9,1,0,16214,0,100,0,6,1.0,29.84
150,5,0.1,async,81,740796549,1042,1,0,8804,0,150,1,1,1.0,8.08
150,8,0.5,sync,67,2155424194,3,1,0,119166,0,150,0,5,1.0,20.04
100,15,0.5,async,72,1868396192,790,1,0,184260,0,100,1,5,1.0,70.0
150,5,0.3,async,37,1326400957,920,1,0,27444,0,150,1,1,1.0,7.746666666666667
150,12,0.05,async,1,1155907854,1812,1,0,27126,286,24,1,0,1.0,45.49333333333333
50,5,0.5,sync,25,1946889509,3,1,0,4724,0,50,0,2,1.0,6.84
50,12,0.5,sync,10,1147840616,6,1,0,27738,0,50,1,0,1.0,42.72
150,5,0.5,async,79,711621354,725,1,0,45476,0,150,0,2,1.0,7.573333333333333
150,5,0.05,sync,41,759074275,8,1,0,4532,0,150,0,0,1.0,7.613333333333333
100,12,0.5,async,100,1782999838,494,1,0,114588,0,100,0,0,1.0,43.72
100,10,0.2,async,10,691305326,488,1,0,33342,0,100,0,3,1.0,29.94
200,15,0.2,async,105,1932705456,1326,1,0,298090,0,200,1,1,1.0,70.57
200,5,0.05,sync,50,2098159637,7,1,0,7694,0,200,0,3,1.0,7.31
100,5,0.5,async,23,891367878,446,1,0,20110,0,100,0,0,1.0,7.32
200,10,0.2,async,15,1834229474,964,1,0,130554,0,200,1,1,1.0,31.2
100,5,0.5,async,14,419215809,499,1,0,19990,0,100,0,4,1.0,7.6
100,15,0.3,sync,32,1434742972,6,1,0,113180,0,100,0,5,1.0,69.92
100,10,0.05,async,97,227380507,2136,1,0,8614,122,43,1,4,1.0,30.76
20,5,0.05,async,114,647358639,203,1,0,158,28,15,0,3,0.55,6.4
